ch2_MVC_envelope
1.31605030951288e-08
1.39178761895321e-08
1.46857730709454e-08
1.5463163101249e-08
1.62490466820502e-08
1.70424638921452e-08
1.78425027014181e-08
1.86483066423065e-08
1.94590818215757e-08
2.02741031618024e-08
2.10927197769594e-08
2.19143594101908e-08
2.27385318901918e-08
2.35648315886028e-08
2.43929388787983e-08
2.52226206052776e-08
2.60537295755369e-08
2.68862030867657e-08
2.77200605007652e-08
2.8555399883833e-08
2.93923937352461e-08
3.02312838388049e-08
3.10723752856761e-08
3.19160297312201e-08
3.27626579609475e-08
3.36127118490505e-08
3.44666757964965e-08
3.53250577359285e-08
3.61883797900991e-08
3.7057168670953e-08
3.79319459080567e-08
3.88132179979126e-08
3.97014665697911e-08
4.0597138667844e-08
4.15006372511532e-08
4.24123120114684e-08
4.33324506030374e-08
4.42612703717224e-08
4.51989106633166e-08
4.61454257848952e-08
4.71007786884569e-08
4.80648354423304e-08
4.90373605515388e-08
5.001801318237e-08
5.10063443384404e-08
5.2001795026097e-08
5.30036954369443e-08
5.40112651652191e-08
5.50236144679205e-08
5.60397465661767e-08
5.70585609775299e-08
5.80788578608223e-08
5.90993433478865e-08
6.01186358284595e-08
6.11352731457307e-08
6.21477206492329e-08
6.31543800397187e-08
6.41535989282299e-08
6.51436810203306e-08
6.61228968279383e-08
6.70894948057505e-08
6.80417128058471e-08
6.89777897409192e-08
6.98959773424725e-08
7.07945518949817e-08
7.16718258204187e-08
7.25261589797423e-08
7.33559695491119e-08
7.41597443211906e-08
7.49360482810739e-08
7.56835333178819e-08
7.6400945958873e-08
7.70871340475618e-08
7.77410523194685e-08
7.83617668499795e-08
7.89484583593297e-08
7.95004243681104e-08
8.00170802097551e-08
8.04979589250639e-08
8.09427100852289e-08
8.1351097611089e-08
8.17229966757218e-08
8.2058389794066e-08
8.23573622161824e-08
8.26200967487761e-08
8.28468681317255e-08
8.30380370929379e-08
8.31940441979195e-08
8.33154036025565e-08
8.34026968099208e-08
8.34565665239669e-08
8.3477710683931e-08
8.34668767525783e-08
8.34248563189499e-08
8.33524800622434e-08
8.32506131090204e-08
8.31201508020753e-08
8.29620148866423e-08
8.27771501093281e-08
8.25665212192144e-08
8.23311103601605e-08
8.20719148472006e-08
8.1789945324299e-08
8.14862243010889e-08
8.11617850602081e-08
8.08176709157743e-08
8.04549347908402e-08
8.00746390704642e-08
7.96778556795561e-08
7.92656663325232e-08
7.8839162905132e-08
7.83994478855314e-08
7.79476348667784e-08
7.74848490438875e-08
7.70122276742433e-08
7.65309204549523e-08
7.60420897692556e-08
7.55469107584792e-08
7.50465711845996e-08
7.45422710591474e-08
7.40352220258442e-08
7.35266464957784e-08
7.30177765422777e-08
7.25098525650535e-08
7.20041217293885e-08
7.15018361792648e-08
7.10042510181634e-08
7.05126220510372e-08
7.00282032859982e-08
6.95522442032695e-08
6.90859868105615e-08
6.86306625163639e-08
6.81874888625383e-08
6.77576661619186e-08
6.73423740849936e-08
6.69427682353223e-08
6.65599767501896e-08
6.6195096962696e-08
6.58491921623577e-08
6.55232884908255e-08
6.52183720063663e-08
6.49353859460343e-08
6.4675228209376e-08
6.44387490826342e-08
6.42267492170818e-08
6.40399778682738e-08
6.38791313947872e-08
6.37448520076017e-08
6.36377267575502e-08
6.35582867493801e-08
6.35070065751758e-08
6.34843039637714e-08
6.34905396433108e-08
6.35260174100222e-08
6.35909843886739e-08
6.36856314618829e-08
6.38100938394185e-08
6.39644517360441e-08
6.4148731125866e-08
