ch1_MVC_envelope
3.99078762333404e-08
4.13080116238314e-08
4.2697678119707e-08
4.40734269226596e-08
4.54317939001233e-08
4.6769313013083e-08
4.80825300612504e-08
4.93680166747245e-08
5.06223844722544e-08
5.18422992989765e-08
5.30244954529319e-08
5.41657898100126e-08
5.52630957589179e-08
5.63134368583139e-08
5.73139601266266e-08
5.82619488724741e-08
5.91548349736376e-08
5.99902105165261e-08
6.07658387156213e-08
6.1479664041255e-08
6.21298214929009e-08
6.27146449639897e-08
6.32326746532204e-08
6.3682663485912e-08
6.40635825168061e-08
6.43746252931504e-08
6.46152111634091e-08
6.47849875213611e-08
6.48838309778675e-08
6.49118474555473e-08
6.48693712070363e-08
6.47569627652449e-08
6.4575405842532e-08
6.43257032039085e-08
6.40090715471547e-08
6.36269354306535e-08
6.31809202987787e-08
6.26728446654612e-08
6.21047115281742e-08
6.14786990943146e-08
6.07971509067519e-08
6.00625654538093e-08
5.92775853424576e-08
5.84449861054235e-08
5.7567664706861e-08
5.66486278089891e-08
5.56909798627112e-08
5.46979110863756e-08
5.36726853971742e-08
5.26186283594446e-08
5.15391152137729e-08
5.04375590499053e-08
4.93173991844798e-08
4.81820898016899e-08
4.70350889120735e-08
4.58798476820049e-08
4.47198001832301e-08
4.35583536065339e-08
4.23988789759618e-08
4.12447023907242e-08
4.00990968120349e-08
3.89652744024801e-08
3.78463794170167e-08
3.67454816385674e-08
3.56655703480228e-08
3.46095488173321e-08
3.35802293133109e-08
3.25803285972614e-08
3.16124639012611e-08
3.0679149356996e-08
2.97827928488895e-08
2.8925693261412e-08
2.81100380908534e-08
2.7337901392907e-08
2.66112420375955e-08
2.59319022421257e-08
2.53016063505996e-08
2.47219598276378e-08
2.41944484319807e-08
2.37204375375506e-08
2.3301171573561e-08
2.29377735602621e-08
2.26312447206451e-08
2.23824641508675e-08
2.2192188535539e-08
2.20610519002013e-08
2.19895654015708e-08
2.1978117163575e-08
2.20269721715881e-08
2.21362722383084e-08
2.2306036053758e-08
2.25361593305824e-08
2.28264150552633e-08
2.31764538560457e-08
2.35858044985385e-08
2.40538745194794e-08
2.4579951008106e-08
2.5163201543111e-08
2.58026752912587e-08
2.64973042715757e-08
2.72459047869551e-08
2.80471790231993e-08
