bandpass_filtered_signal_ch2
0
-8.57127741418607e-13
-3.93780348925861e-12
-8.97582279708147e-12
-1.47267671502368e-11
-2.01464348985562e-11
-2.41235969237643e-11
-2.61461293741038e-11
-2.72065357395797e-11
-2.78850333588697e-11
-2.69746608359901e-11
-2.63439307401901e-11
-3.06942169001016e-11
-3.66871634964798e-11
-4.53817014001242e-11
-5.15953201926627e-11
-4.46957837899082e-11
-4.40831011009676e-11
-5.51633956805948e-11
-5.78140332944322e-11
-4.61942775881894e-11
-2.85433208872994e-11
-2.37570343125966e-12
2.97407671144319e-11
7.35251639815024e-11
1.31784861382065e-10
1.28136532751725e-10
5.03915041369162e-11
-1.52522419418342e-12
3.8311287136006e-13
1.61982973887478e-11
2.15718492033209e-11
7.28410992779221e-12
-3.58149859243479e-12
-6.09114050009813e-12
-1.50180569804449e-11
1.56326681611092e-12
3.50177080287381e-11
4.72369851219943e-11
3.56351076662607e-11
6.06221998176774e-12
-5.0714306318273e-11
-1.21683916288535e-10
-1.56581736349099e-10
-1.48998789203925e-10
-6.95507206022794e-11
3.44083814836251e-11
9.01922238858667e-11
1.64896836460474e-10
2.60728135020145e-10
3.58831117100181e-10
3.07798449960655e-10
7.63408977863142e-11
-3.69253328460376e-11
-1.06385266321221e-10
-1.84507214625053e-10
-2.50795923731377e-10
-4.23440060593215e-10
-4.06972945127693e-10
-1.82506581206707e-10
6.07156628085246e-11
2.80579783333093e-10
3.98123901845782e-10
6.56255884751079e-10
1.02123294442141e-09
7.81239954158457e-10
8.17207971300723e-11
-3.11479777478785e-10
-4.34021048541789e-10
-3.79948192005528e-10
-3.31845104466978e-10
-3.02035511402155e-10
-2.850148349036e-10
-4.84889688741312e-10
-6.01314522318765e-10
-4.72919504244752e-10
-1.87922952971513e-10
7.66702358863139e-11
2.54480992470233e-10
3.2528821573179e-10
1.60229659265783e-10
-8.65978773622771e-11
-2.6038836109241e-10
-4.65444939491049e-10
-5.16430646312992e-10
-3.33826929836528e-10
6.65179436591023e-11
5.80973129717929e-10
8.26202676448798e-10
8.006171833408e-10
7.38143058799297e-10
6.29759799482588e-10
3.43204003716533e-10
1.90753193630163e-10
6.3112662292716e-11
-2.21187699302352e-11
9.55227896394468e-11
2.35727834966296e-10
-3.39644871350821e-10
-1.4069837814049e-09
-1.46487498176653e-09
-1.06561690829161e-09
-6.61123899341617e-10
-4.21106931775634e-11
7.35288179917915e-10
1.22059780180257e-09
1.39089104508629e-09
1.29297729124564e-09
7.74394182265854e-10
5.29345192292129e-10
2.17902988466615e-11
-4.18772508621755e-10
-6.88142456933617e-10
-9.12710729270719e-10
-7.33650990007335e-10
-5.89741213149501e-10
-3.54591966240148e-10
4.0196106678554e-11
5.07246992604203e-10
5.36295674719174e-10
-3.65320890103864e-11
-6.79542339446753e-10
-6.55570525391917e-10
-3.67335811195753e-10
-5.58660085980774e-10
-1.27152113268335e-09
-1.96935218728497e-09
-1.81339182495246e-09
-1.16297717381927e-09
2.2077931062265e-10
2.02252102798204e-09
3.06274905371974e-09
3.31118581583525e-09
2.87147726315537e-09
1.51594756357381e-09
-2.8216304706234e-11
-1.27710968807963e-09
-2.78766897035691e-09
-3.2299943566402e-09
-2.08123947088863e-09
-1.80650479559311e-10
1.16915789988481e-09
1.22027479925067e-09
1.80233407957273e-09
2.97114509871418e-09
2.90753045325913e-09
1.50322442540129e-09
8.07776972104351e-10
1.25790789813085e-09
8.17719748628237e-10
-8.81480610264644e-10
-2.10901746865541e-09
-3.11908526075647e-09
-3.60996638541583e-09
-1.6343299935076e-09
1.07928561717014e-09
2.31788122801565e-09
1.71744354309292e-09
5.59401084716345e-10
-1.6111214292111e-10
-8.80879492483158e-10
-1.27833407640078e-09
-1.32258020479805e-09
-1.54943254191277e-09
-1.81950047472151e-09
-1.62408447599882e-09
-1.91883684550176e-09
-3.06496681174703e-09
-3.39790680213608e-09
-2.50115422157424e-09
-9.37203142485277e-10
1.04352525704837e-09
2.31054234500595e-09
3.16412420862207e-09
5.29722103609323e-09
5.826984602285e-09
3.06065784721089e-09
8.81223089070469e-10
-4.52634006412618e-10
-1.02506263362553e-09
-9.77041292415228e-10
-1.55181255817622e-09
-1.57381010702286e-09
-1.08141971215165e-09
-5.70535279016242e-10
-1.22573070639776e-09
-1.53030535876917e-09
-3.12426893018707e-10
-1.2690070388697e-10
-6.44944221997213e-10
4.07515415504204e-10
2.81445381911747e-09
3.86284995503967e-09
2.66076779740689e-09
1.72141521278391e-09
2.2653985037883e-09
3.42252911714473e-09
4.5441188994508e-09
3.28177306027652e-09
-1.39245478278733e-10
-1.33518886155691e-05
3.88304964446591e-06
2.87232727909892e-05
5.17569400109037e-06
8.46132305483305e-06
6.04400314501238e-06
-1.31014604960316e-06
1.65274128100271e-06
-1.81172761621777e-05
-1.87215294928777e-05
-1.31598292682355e-05
-9.25441508430256e-06
-7.55690654019531e-06
-3.79497722331543e-06
-2.71522490626747e-06
-8.03617603651444e-07
7.19915146846187e-07
8.24847906428697e-07
2.72932843404021e-06
1.81277573746095e-06
3.64575145519575e-06
2.56161637359907e-06
3.91700553699263e-06
3.22142328702875e-06
3.90934796020792e-06
3.76328015464364e-06
3.80034644326714e-06
4.05279657734692e-06
3.58850306143101e-06
3.94663489212268e-06
3.17908814832858e-06
3.36504977342427e-06
2.47699494723587e-06
2.33956202076049e-06
1.47451515650416e-06
1.0193259430453e-06
2.90167050575094e-07
-3.41635772163051e-07
-8.59915159580477e-07
-1.4741104056046e-06
-1.73780603879722e-06
-2.16526579529346e-06
-2.18545815395091e-06
-2.34453798232256e-06
-2.16865685602415e-06
-2.06325960870601e-06
-1.77529713668393e-06
-1.50421292417692e-06
-1.21265675445227e-06
-9.09326915292745e-07
-7.04941105605469e-07
-4.84416237949088e-07
-4.15772325522078e-07
-3.40039173843634e-07
-4.03194855404545e-07
-4.65098625789657e-07
-6.04228119032472e-07
-7.25347972346715e-07
-8.46827522900403e-07
-9.36221127009588e-07
-9.62597973748782e-07
-9.40074365023208e-07
-8.20896095848874e-07
-6.53440552437864e-07
-4.030755040066e-07
-1.27388527566058e-07
1.87297179226862e-07
4.92071200191493e-07
