Elapsed Time,Ch1,Ch2,BioRadio Event,
00:00:00,-0.00227352976799011,0.00317725539207459,0,
00:00:00.001,-0.00227230042219162,0.00317806005477905,0,
00:00:00.002,-0.00225734710693359,0.00317765772342682,0,
00:00:00.003,-0.0022406280040741,0.00317774713039398,0,
00:00:00.004,-0.00224567949771881,0.00317613780498505,0,
00:00:00.005,-0.0022529661655426,0.00317718833684921,0,
00:00:00.006,-0.00225582718849182,0.00318074226379395,0,
00:00:00.007,-0.00225631892681122,0.00318335741758347,0,
00:00:00.008,-0.0022571012377739,0.003183513879776,0,
00:00:00.009,-0.00225810706615448,0.00317908823490143,0,
00:00:00.01,-0.00225582718849182,0.00317441672086716,0,
00:00:00.011,-0.00225131213665009,0.00317470729351044,0,
00:00:00.012,-0.00224599242210388,0.00317591428756714,0,
00:00:00.013,-0.0022427961230278,0.00317560136318207,0,
00:00:00.014,-0.00223930925130844,0.00317533314228058,0,
00:00:00.015,-0.00224190205335617,0.00317830592393875,0,
00:00:00.016,-0.00224538892507553,0.00318145751953125,0,
00:00:00.017,-0.00224811583757401,0.00317616015672684,0,
00:00:00.018,-0.00225435197353363,0.00316793471574783,0,
00:00:00.019,-0.00226085633039474,0.00316527485847473,0,
00:00:00.02,-0.00226622074842453,0.00316744297742844,0,
00:00:00.021,-0.00227086991071701,0.00317412614822388,0,
00:00:00.022,-0.00226369500160217,0.00317743420600891,0,
00:00:00.023,-0.00225247442722321,0.00317204743623734,0,
00:00:00.024,-0.00223837047815323,0.0031697228550911,0,
00:00:00.025,-0.00223787873983383,0.00318042933940887,0,
00:00:00.026,-0.00224706530570984,0.00318208336830139,0,
00:00:00.027,-0.00225048512220383,0.00317884236574173,0,
00:00:00.028,-0.00224335491657257,0.00318002700805664,0,
00:00:00.029,-0.00224018096923828,0.00318335741758347,0,
00:00:00.03,-0.00224518775939941,0.00318659842014313,0,
00:00:00.031,-0.00225075334310532,0.00319451093673706,0,
00:00:00.032,-0.00224753469228745,0.00319614261388779,0,
00:00:00.033,-0.00224883109331131,0.0031893253326416,0,
00:00:00.034,-0.00225310027599335,0.00318503379821777,0,
00:00:00.035,-0.00225627422332764,0.00318025052547455,0,
00:00:00.036,-0.00225864350795746,0.00317736715078354,0,
00:00:00.037,-0.00225298851728439,0.00317783653736115,0,
00:00:00.038,-0.00223584473133087,0.00317814946174622,0,
00:00:00.039,-0.00222726166248322,0.0031777024269104,0,
00:00:00.04,-0.00223687291145325,0.00317622721195221,0,
00:00:00.041,-0.00224543362855911,0.00317399203777313,0,
00:00:00.042,-0.00224628299474716,0.0031733438372612,0,
00:00:00.043,-0.00224822759628296,0.00317233800888062,0,
00:00:00.044,-0.00225207209587097,0.00317486375570297,0,
00:00:00.045,-0.00225283205509186,0.00317899882793427,0,
00:00:00.046,-0.00225598365068436,0.00318114459514618,0,
00:00:00.047,-0.00226215273141861,0.00318451970815659,0,
00:00:00.048,-0.00226615369319916,0.00318686664104462,0,
00:00:00.049,-0.0022674947977066,0.00318711251020432,0,
00:00:00.05,-0.00226349383592606,0.00318646430969238,0,
00:00:00.051,-0.00226137042045593,0.00318505614995956,0,
00:00:00.052,-0.00225511193275452,0.00318201631307602,0,
00:00:00.053,-0.00223906338214874,0.00317873060703278,0,
00:00:00.054,-0.00223533064126968,0.00317591428756714,0,
00:00:00.055,-0.0022367388010025,0.00317320972681046,0,
00:00:00.056,-0.00223537534475327,0.00317421555519104,0,
00:00:00.057,-0.00223546475172043,0.00317669659852982,0,
00:00:00.058,-0.00223097205162048,0.00317645072937012,0,
00:00:00.059,-0.00223881751298904,0.00317372381687164,0,
00:00:00.06,-0.00224829465150833,0.00317332148551941,0,
00:00:00.061,-0.00225090980529785,0.00316815823316574,0,
00:00:00.062,-0.00225392729043961,0.00316751003265381,0,
00:00:00.063,-0.00225187093019485,0.00316949933767319,0,
00:00:00.064,-0.00224974751472473,0.00316797941923141,0,
00:00:00.065,-0.0022503063082695,0.00317852944135666,0,
00:00:00.066,-0.00223222374916077,0.0031948909163475,0,
00:00:00.067,-0.00222323834896088,0.00320018827915192,0,
00:00:00.068,-0.00223146378993988,0.00319797545671463,0,
00:00:00.069,-0.00223537534475327,0.00319556146860123,0,
00:00:00.07,-0.00223854929208755,0.00319332629442215,0,
00:00:00.071,-0.00224380195140839,0.00319162756204605,0,
00:00:00.072,-0.00224724411964417,0.00319008529186249,0,
00:00:00.073,-0.00224822759628296,0.00318798422813416,0,
00:00:00.074,-0.00224675238132477,0.00318465381860733,0,
00:00:00.075,-0.00224360078573227,0.00318275392055511,0,
00:00:00.076,-0.00224856287240982,0.0031852126121521,0,
00:00:00.077,-0.00225703418254852,0.00318968296051025,0,
00:00:00.078,-0.00225618481636047,0.00319404155015945,0,
00:00:00.079,-0.00226181745529175,0.00319895893335342,0,
00:00:00.08,-0.00226881355047226,0.00320081412792206,0,
00:00:00.081,-0.00226812064647675,0.00319804251194,0,
00:00:00.082,-0.00226119160652161,0.0031963437795639,0,
00:00:00.083,-0.00223282724618912,0.00319457799196243,0,
00:00:00.084,-0.00221295654773712,0.00319446623325348,0,
00:00:00.085,-0.0022273063659668,0.0031951367855072,0,
00:00:00.086,-0.0022340789437294,0.00319254398345947,0,
00:00:00.087,-0.00223197788000107,0.00318856537342072,0,
00:00:00.088,-0.00223834812641144,0.00318704545497894,0,
00:00:00.089,-0.0022427961230278,0.00318807363510132,0,
00:00:00.09,-0.0022454559803009,0.00318525731563568,0,
00:00:00.091,-0.00224697589874268,0.0031777024269104,0,
00:00:00.092,-0.00224641710519791,0.0031738355755806,0,
00:00:00.093,-0.00224827229976654,0.0031718909740448,0,
00:00:00.094,-0.00224818289279938,0.00317370146512985,0,
00:00:00.095,-0.00224035978317261,0.0031764954328537,0,
00:00:00.096,-0.00224458426237106,0.00317799299955368,0,
00:00:00.097,-0.00224453955888748,0.00317857414484024,0,
00:00:00.098,-0.0022440031170845,0.0031784400343895,0,
00:00:00.099,-0.00224623829126358,0.00317718833684921,0,
00:00:00.1,-0.00224339962005615,0.00317531079053879,0,
00:00:00.101,-0.00224156677722931,0.0031755343079567,0,
00:00:00.102,-0.00223812460899353,0.00317173451185226,0,
00:00:00.103,-0.00223282724618912,0.00316856056451797,0,
00:00:00.104,-0.00222741812467575,0.00316339731216431,0,
00:00:00.105,-0.00222869217395782,0.00316236913204193,0,
00:00:00.106,-0.00223716348409653,0.00315959751605988,0,
00:00:00.107,-0.00223886221647263,0.00315559655427933,0,
00:00:00.108,-0.00223434716463089,0.00315418839454651,0,
00:00:00.109,-0.00223162025213242,0.0031634196639061,0,
00:00:00.11,-0.00223823636770248,0.00317410379648209,0,
00:00:00.111,-0.00224726647138596,0.00319960713386536,0,
00:00:00.112,-0.00225468724966049,0.00321874022483826,0,
00:00:00.113,-0.00226018577814102,0.00321813672780991,0,
00:00:00.114,-0.00225741416215897,0.00321681797504425,0,
00:00:00.115,-0.00225120037794113,0.00321438163518906,0,
00:00:00.116,-0.00224936753511429,0.0032070055603981,0,
00:00:00.117,-0.00224657356739044,0.00320407748222351,0,
00:00:00.118,-0.00223709642887115,0.00320503860712051,0,
00:00:00.119,-0.00223928689956665,0.00320868194103241,0,
00:00:00.12,-0.00225736945867538,0.00320736318826675,0,
00:00:00.121,-0.00226762890815735,0.00320664793252945,0,
00:00:00.122,-0.0022699311375618,0.00320510566234589,0,
00:00:00.123,-0.00226738303899765,0.00320374220609665,0,
00:00:00.124,-0.00225866585969925,0.0032007023692131,0,
00:00:00.125,-0.00224914401769638,0.0031994953751564,0,
00:00:00.126,-0.00224069505929947,0.00319437682628632,0,
00:00:00.127,-0.00223716348409653,0.00319095700979233,0,
00:00:00.128,-0.00222822278738022,0.00318764895200729,0,
00:00:00.129,-0.00221210718154907,0.00318244099617004,0,
00:00:00.13,-0.00221896916627884,0.00317662954330444,0,
00:00:00.131,-0.00222288072109222,0.00317441672086716,0,
00:00:00.132,-0.00221720337867737,0.00317148864269257,0,
00:00:00.133,-0.0022161528468132,0.00317557901144028,0,
00:00:00.134,-0.00222433358430862,0.00318246334791183,0,
00:00:00.135,-0.00223325192928314,0.00318818539381027,0,
00:00:00.136,-0.00223711878061295,0.00320175290107727,0,
00:00:00.137,-0.00223664939403534,0.00320890545845032,0,
00:00:00.138,-0.00223515182733536,0.00321502983570099,0,
00:00:00.139,-0.00224049389362335,0.00321871787309647,0,
00:00:00.14,-0.00224462896585464,0.0032152533531189,0,
00:00:00.141,-0.00224809348583221,0.00320988893508911,0,
00:00:00.142,-0.00224838405847549,0.00320224463939667,0,
00:00:00.143,-0.00225325673818588,0.00319851189851761,0,
00:00:00.144,-0.00225933641195297,0.00319714844226837,0,
00:00:00.145,-0.00224912166595459,0.00319370627403259,0,
00:00:00.146,-0.00224103033542633,0.00318999588489532,0,
00:00:00.147,-0.00224453955888748,0.00318923592567444,0,
00:00:00.148,-0.00224699825048447,0.00318789482116699,0,
00:00:00.149,-0.00225260853767395,0.00318988412618637,0,
00:00:00.15,-0.00225021690130234,0.00319531559944153,0,
00:00:00.151,-0.00224407017230988,0.00319826602935791,0,
00:00:00.152,-0.00224286317825317,0.00320054590702057,0,
00:00:00.153,-0.00224091857671738,0.00319960713386536,0,
